pressure,t_equipartition,t_ideal,total_momentum_x,total_momentum_y,total_ke
2.71466e-23,36214.9,36768.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.71497e-23,36214.9,36772.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.71773e-23,36214.9,36809.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.70947e-23,36214.9,36697.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.71566e-23,36214.9,36781.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71682e-23,36214.9,36797.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.71864e-23,36214.9,36822.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.71391e-23,36214.9,36758.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.70654e-23,36214.9,36658.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70709e-23,36214.9,36665.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.71019e-23,36214.9,36707.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.7107e-23,36214.9,36714.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70632e-23,36214.9,36655.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70488e-23,36214.9,36635.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71013e-23,36214.9,36706.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71045e-23,36214.9,36711.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70314e-23,36214.9,36612.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.69348e-23,36214.9,36481.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.6952e-23,36214.9,36504.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70692e-23,36214.9,36663.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.6985e-23,36214.9,36549.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.70262e-23,36214.9,36605.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70294e-23,36214.9,36609.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70087e-23,36214.9,36581.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.7055e-23,36214.9,36644.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.7097e-23,36214.9,36701,-4.93152e-20,-1.00951e-19,8.4e-17
2.7122e-23,36214.9,36734.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.7154e-23,36214.9,36778.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.71129e-23,36214.9,36722.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.72255e-23,36214.9,36875.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.7228e-23,36214.9,36878.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.71787e-23,36214.9,36811.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71851e-23,36214.9,36820.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.71962e-23,36214.9,36835.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.7076e-23,36214.9,36672.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.72049e-23,36214.9,36847.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.7132e-23,36214.9,36748.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70258e-23,36214.9,36604.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.7101e-23,36214.9,36706.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70177e-23,36214.9,36593.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.71208e-23,36214.9,36733.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70728e-23,36214.9,36668.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.7032e-23,36214.9,36613,-4.93152e-20,-1.00951e-19,8.4e-17
2.7072e-23,36214.9,36667.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70427e-23,36214.9,36627.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70135e-23,36214.9,36587.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.70839e-23,36214.9,36683.3,-4.93152e-20,-1.00951e-19,8.4e-17
