0.5,0
1,8
1.5,14
2,22
2.5,42
3,54
3.5,63
4,75
4.5,83
5,96
5.5,110
6,121
6.5,132
7,147
7.5,159
8,166
8.5,177
9,188
9.5,201
10,213
10.5,224
11,234
11.5,242
12,252
12.5,263
13,278
13.5,289
14,298
14.5,312
15,318
15.5,324
16,333
16.5,343
17,348
17.5,359
18,368
18.5,375
19,389
19.5,397
20,410
20.5,420
21,430
21.5,441
22,452
22.5,458
23,473
23.5,483
24,500
24.5,510
25,526
25.5,536
26,547
26.5,556
27,567
27.5,576
28,584
28.5,598
29,611
29.5,621
30,629
30.5,636
31,643
31.5,652
32,667
32.5,676
33,687
33.5,695
34,701
34.5,709
35,718
35.5,732
36,747
36.5,759
37,771
37.5,784
38,793
38.5,808
39,818
39.5,825
40,836
40.5,846
41,858
41.5,868
42,873
42.5,878
43,888
43.5,897
44,904
44.5,916
45,924
45.5,933
46,944
46.5,953
47,969
47.5,988
48,994
48.5,1008
49,1018
49.5,1028
50,1041
50.5,1053
51,1064
51.5,1077
52,1085
52.5,1094
53,1104
53.5,1114
54,1125
54.5,1136
55,1146
55.5,1156
56,1166
56.5,1177
57,1189
57.5,1203
58,1218
58.5,1230
59,1236
59.5,1248
60,1260
60.5,1275
61,1283
61.5,1292
62,1299
62.5,1306
63,1319
63.5,1328
64,1340
64.5,1358
65,1367
65.5,1385
66,1394
66.5,1405
67,1419
67.5,1434
68,1442
68.5,1447
69,1461
69.5,1473
70,1482
70.5,1490
71,1504
71.5,1518
72,1530
72.5,1541
73,1548
73.5,1560
74,1567
74.5,1573
75,1587
75.5,1600
76,1613
76.5,1622
77,1630
77.5,1638
78,1651
78.5,1661
79,1674
79.5,1688
80,1700
80.5,1716
81,1723
81.5,1733
82,1744
82.5,1762
83,1769
83.5,1777
84,1789
84.5,1795
85,1802
85.5,1811
86,1823
86.5,1835
87,1844
87.5,1855
88,1865
88.5,1873
89,1882
89.5,1888
90,1897
90.5,1908
91,1919
91.5,1928
92,1935
92.5,1950
93,1963
93.5,1970
94,1981
94.5,1988
95,2006
95.5,2015
96,2026
96.5,2032
97,2040
97.5,2048
98,2058
98.5,2068
99,2077
99.5,2086
100,2093
100.5,2103
101,2110
101.5,2116
102,2127
102.5,2137
103,2148
103.5,2161
104,2167
104.5,2177
105,2189
105.5,2196
106,2205
106.5,2215
107,2226
107.5,2238
108,2250
108.5,2259
109,2269
109.5,2279
110,2286
110.5,2301
111,2310
111.5,2318
112,2328
112.5,2340
113,2353
113.5,2364
114,2371
114.5,2384
115,2389
115.5,2398
116,2413
116.5,2417
117,2423
117.5,2430
118,2440
118.5,2455
119,2467
119.5,2481
120,2488
120.5,2508
121,2522
121.5,2526
122,2542
122.5,2551
123,2562
123.5,2572
124,2582
124.5,2592
125,2605
125.5,2613
126,2628
126.5,2637
127,2650
127.5,2661
128,2674
128.5,2683
129,2694
129.5,2701
130,2714
130.5,2727
131,2739
131.5,2745
132,2756
132.5,2764
133,2773
133.5,2785
134,2795
134.5,2807
135,2821
135.5,2830
136,2836
136.5,2849
137,2852
137.5,2863
138,2875
138.5,2883
139,2894
139.5,2903
140,2907
140.5,2918
141,2924
141.5,2928
142,2941
142.5,2954
143,2962
143.5,2974
144,2987
144.5,2997
145,3007
145.5,3022
146,3031
146.5,3041
147,3051
147.5,3062
148,3074
148.5,3079
149,3087
149.5,3097
150,3105
150.5,3118
151,3132
151.5,3143
152,3154
152.5,3170
153,3180
153.5,3191
154,3203
154.5,3214
155,3223
155.5,3234
156,3247
156.5,3257
157,3270
157.5,3276
158,3283
158.5,3289
159,3297
159.5,3311
160,3321
160.5,3332
161,3340
161.5,3356
162,3363
162.5,3373
163,3383
163.5,3395
164,3401
164.5,3411
165,3419
165.5,3433
166,3446
166.5,3454
167,3459
167.5,3471
168,3482
168.5,3491
169,3500
169.5,3513
170,3522
170.5,3532
171,3539
171.5,3551
172,3561
172.5,3570
173,3581
173.5,3591
174,3604
174.5,3610
175,3620
175.5,3633
176,3646
176.5,3655
177,3660
177.5,3676
178,3692
178.5,3700
179,3719
179.5,3728
180,3740
180.5,3754
181,3764
181.5,3770
182,3778
182.5,3793
183,3800
183.5,3809
184,3827
184.5,3836
185,3848
185.5,3860
186,3871
186.5,3883
187,3892
187.5,3908
188,3918
188.5,3928
189,3940
189.5,3951
190,3961
190.5,3969
191,3974
191.5,3989
192,4000
192.5,4010
193,4022
193.5,4034
194,4042
194.5,4052
195,4061
195.5,4072
196,4084
196.5,4093
197,4101
197.5,4111
198,4125
198.5,4134
199,4149
199.5,4160
200,4163
