[0,0]
[0,0]
[0,0]
[0,0]
[-7.1088e-29,1.40203e-27]
[-1.30002e-27,2.8317e-27]
[-2.00811e-27,4.01771e-27]
[-7.13124e-28,5.01339e-27]
[1.58091e-27,5.91233e-27]
[5.14318e-27,6.92845e-27]
[1.04671e-26,6.86853e-27]
[1.4315e-26,8.53303e-27]
[1.75196e-26,7.97488e-27]
[2.06285e-26,7.69991e-27]
[2.19192e-26,7.04735e-27]
[2.32667e-26,7.6702e-27]
[2.36751e-26,7.34234e-27]
[2.34243e-26,4.98811e-27]
[2.20889e-26,-1.77985e-28]
[2.10447e-26,-6.84615e-27]
[2.05193e-26,-1.19566e-26]
[2.24854e-26,-1.89523e-26]
[2.50266e-26,-2.69313e-26]
[2.76377e-26,-3.4719e-26]
[2.97398e-26,-4.25957e-26]
[3.28407e-26,-5.2423e-26]
[3.74546e-26,-6.46386e-26]
[4.25525e-26,-7.86133e-26]
[4.77108e-26,-9.2098e-26]
[5.16748e-26,-1.05491e-25]
[5.60006e-26,-1.17999e-25]
[5.96029e-26,-1.31171e-25]
[6.25027e-26,-1.45684e-25]
[6.50188e-26,-1.57312e-25]
[6.81753e-26,-1.68741e-25]
[7.16622e-26,-1.79974e-25]
[7.66361e-26,-1.90187e-25]
[8.20855e-26,-2.00087e-25]
[8.70177e-26,-2.08897e-25]
[9.21791e-26,-2.17865e-25]
[9.76355e-26,-2.27137e-25]
[1.03653e-25,-2.3549e-25]
[1.1096e-25,-2.44548e-25]
[1.18546e-25,-2.53347e-25]
[1.26372e-25,-2.62883e-25]
[1.34199e-25,-2.72342e-25]
[1.40159e-25,-2.80763e-25]
[1.46556e-25,-2.88107e-25]
[1.52957e-25,-2.96845e-25]
[1.61032e-25,-3.06274e-25]
[1.67327e-25,-3.15947e-25]
[1.7208e-25,-3.26935e-25]
[1.76661e-25,-3.38858e-25]
[1.80144e-25,-3.52584e-25]
[1.86335e-25,-3.65339e-25]
[1.91961e-25,-3.77532e-25]
[1.96391e-25,-3.88096e-25]
[2.00052e-25,-3.9795e-25]
[2.05188e-25,-4.05958e-25]
[2.0838e-25,-4.14923e-25]
[2.10827e-25,-4.24552e-25]
[2.11324e-25,-4.33573e-25]
[2.11082e-25,-4.4013e-25]
[2.08036e-25,-4.46777e-25]
[2.05388e-25,-4.52975e-25]
[2.03196e-25,-4.59492e-25]
[2.02164e-25,-4.66468e-25]
[2.0125e-25,-4.73542e-25]
[2.00778e-25,-4.79994e-25]
[2.00503e-25,-4.85491e-25]
[2.00647e-25,-4.92539e-25]
[2.011e-25,-5.00806e-25]
[2.01919e-25,-5.07685e-25]
[2.03725e-25,-5.15702e-25]
