20001.5,5
20002,25
20002.5,43
20003,64
20003.5,92
20004,107
20004.5,128
20005,158
20005.5,181
20006,206
20006.5,233
20007,253
20007.5,275
20008,297
20008.5,312
20009,341
20009.5,361
20010,385
20010.5,404
20011,424
20011.5,449
20012,474
20012.5,504
20013,533
20013.5,554
20014,592
20014.5,613
20015,627
20015.5,658
20016,683
20016.5,697
20017,720
20017.5,739
20018,759
20018.5,786
20019,809
20019.5,830
20020,862
20020.5,876
20021,903
20021.5,930
20022,952
20022.5,974
20023,995
20023.5,1019
20024,1052
20024.5,1074
20025,1092
20025.5,1120
20026,1134
20026.5,1155
20027,1174
20027.5,1195
20028,1224
20028.5,1243
20029,1264
20029.5,1287
20030,1302
20030.5,1322
20031,1339
20031.5,1359
20032,1375
20032.5,1397
20033,1415
20033.5,1443
20034,1466
20034.5,1490
20035,1507
20035.5,1535
20036,1557
20036.5,1582
20037,1594
20037.5,1629
20038,1651
20038.5,1673
20039,1692
20039.5,1713
20040,1736
20040.5,1757
20041,1780
20041.5,1810
20042,1841
20042.5,1862
20043,1880
20043.5,1897
20044,1917
20044.5,1935
20045,1954
20045.5,1977
20046,2000
20046.5,2023
20047,2045
20047.5,2057
20048,2081
20048.5,2109
20049,2138
20049.5,2165
20050,2191
20050.5,2212
20051,2240
20051.5,2263
20052,2287
20052.5,2316
20053,2345
20053.5,2369
20054,2397
20054.5,2421
20055,2455
20055.5,2478
20056,2493
20056.5,2519
20057,2540
20057.5,2560
20058,2585
20058.5,2620
20059,2648
20059.5,2675
20060,2692
20060.5,2716
20061,2737
20061.5,2763
20062,2784
20062.5,2801
20063,2818
20063.5,2841
20064,2864
20064.5,2886
20065,2905
20065.5,2932
20066,2960
20066.5,2984
20067,3003
20067.5,3031
20068,3063
20068.5,3086
20069,3110
20069.5,3134
20070,3152
20070.5,3177
20071,3196
20071.5,3212
20072,3242
20072.5,3263
20073,3288
20073.5,3322
20074,3340
20074.5,3369
20075,3394
20075.5,3413
20076,3433
20076.5,3451
20077,3468
20077.5,3485
20078,3510
20078.5,3534
20079,3548
20079.5,3578
20080,3600
20080.5,3618
20081,3645
20081.5,3672
20082,3689
20082.5,3711
20083,3731
20083.5,3756
20084,3776
20084.5,3804
20085,3823
20085.5,3849
20086,3866
20086.5,3886
20087,3910
20087.5,3941
20088,3965
20088.5,3990
20089,4010
20089.5,4033
20090,4059
20090.5,4082
20091,4106
20091.5,4132
20092,4152
20092.5,4178
20093,4201
20093.5,4231
20094,4261
20094.5,4282
20095,4299
20095.5,4320
20096,4342
20096.5,4372
20097,4400
20097.5,4419
20098,4436
20098.5,4461
20099,4480
20099.5,4508
20100,4534
20100.5,4552
20101,4570
20101.5,4595
20102,4621
20102.5,4644
20103,4661
20103.5,4686
20104,4702
20104.5,4725
20105,4745
20105.5,4771
20106,4786
20106.5,4807
20107,4831
20107.5,4855
20108,4877
20108.5,4903
20109,4927
20109.5,4949
20110,4966
20110.5,4992
20111,5022
20111.5,5051
20112,5074
20112.5,5094
20113,5111
20113.5,5138
20114,5160
20114.5,5193
20115,5211
20115.5,5238
20116,5258
20116.5,5281
20117,5307
20117.5,5341
20118,5367
20118.5,5387
20119,5410
20119.5,5433
20120,5457
20120.5,5493
20121,5513
20121.5,5536
20122,5559
20122.5,5587
20123,5619
20123.5,5641
20124,5663
20124.5,5689
