[0,0]
[0,0]
[0,0]
[-1.076e-27,3.98575e-27]
[-2.43065e-27,5.96461e-27]
[-3.74452e-27,2.51385e-27]
[-3.49319e-27,7.26682e-27]
[-4.80649e-28,6.02991e-27]
[4.38071e-27,7.57479e-27]
[9.82479e-27,2.59123e-27]
[1.17478e-26,1.71145e-27]
[7.66167e-27,-4.52974e-28]
[5.31883e-27,1.39304e-27]
[5.50343e-27,4.96854e-27]
[5.88477e-27,5.97067e-27]
[2.80087e-27,1.19473e-27]
[4.82833e-27,1.16193e-27]
[8.06826e-27,1.42165e-27]
[7.0358e-27,2.58928e-28]
[1.02361e-26,-3.88153e-27]
[1.18555e-26,1.78142e-27]
[9.88208e-27,3.44109e-27]
[1.18833e-26,5.04851e-27]
[6.58991e-27,5.40191e-27]
[7.48128e-27,6.62451e-27]
[5.0449e-27,3.23776e-27]
[1.00504e-26,1.21697e-27]
[5.51401e-27,2.03056e-27]
[5.12788e-27,1.15132e-26]
[1.32281e-27,1.19505e-26]
[1.69932e-27,1.25679e-26]
[4.22835e-27,1.3898e-26]
[4.14374e-27,1.2989e-26]
[4.95188e-27,1.0919e-26]
[1.08568e-26,1.29736e-26]
[8.49959e-27,9.87738e-27]
[1.07976e-26,1.17732e-26]
[9.40774e-27,1.19081e-26]
[6.95511e-27,1.01825e-26]
[8.44737e-27,8.34438e-27]
[1.30874e-26,9.91402e-27]
[1.33377e-26,1.06633e-26]
[1.37946e-26,1.27371e-26]
[1.07477e-26,1.42751e-26]
[9.26651e-27,2.00855e-26]
[1.1355e-26,2.24711e-26]
[1.35919e-26,2.30289e-26]
[1.29002e-26,1.79375e-26]
[1.62359e-26,2.18515e-26]
[1.67891e-26,2.1433e-26]
[1.38329e-26,1.89937e-26]
[1.2675e-26,1.61572e-26]
[1.35582e-26,1.2499e-26]
[1.68768e-26,1.32154e-26]
[1.30018e-26,1.19054e-26]
[1.05277e-26,1.62586e-26]
[1.34917e-26,1.61308e-26]
[1.1402e-26,1.75844e-26]
[1.02264e-26,1.39817e-26]
[8.1814e-27,1.4153e-26]
[6.11827e-27,1.44304e-26]
[8.29919e-27,1.77319e-26]
[4.27723e-27,1.69707e-26]
[3.29116e-27,1.76399e-26]
[1.24688e-27,1.38106e-26]
[2.27989e-27,1.55656e-26]
[4.34884e-27,1.22905e-26]
[1.15912e-27,1.06306e-26]
[2.54321e-27,1.36405e-26]
[-7.65443e-29,1.41808e-26]
[-1.02374e-27,1.63794e-26]
[-4.89089e-27,1.70933e-26]
[-5.82092e-27,1.40716e-26]
[-8.23397e-27,1.6892e-26]
[-1.00681e-26,1.2309e-26]
[-8.41006e-27,9.75608e-27]
