[0,0]
[0,0]
[0,0]
[3.84444e-28,-2.94002e-31]
[1.9225e-27,3.61713e-28]
[2.61128e-27,2.41726e-27]
[3.86051e-27,5.82598e-27]
[5.2466e-27,1.02238e-26]
[7.57322e-27,1.26851e-26]
[8.36199e-27,1.01078e-26]
[9.03567e-27,6.37543e-27]
[1.00169e-26,2.58478e-27]
[1.15163e-26,-1.88854e-27]
[1.30976e-26,-7.59806e-27]
[1.61671e-26,-1.55324e-26]
[2.07076e-26,-2.34401e-26]
[2.67469e-26,-3.19718e-26]
[3.04091e-26,-4.13535e-26]
[3.36664e-26,-5.05744e-26]
[3.60577e-26,-5.95939e-26]
[3.89639e-26,-6.81954e-26]
[4.18745e-26,-7.73094e-26]
[4.6369e-26,-8.72043e-26]
[5.12619e-26,-9.76293e-26]
[5.69852e-26,-1.08019e-25]
[6.32115e-26,-1.18343e-25]
[7.03586e-26,-1.30657e-25]
[7.89117e-26,-1.44477e-25]
[8.86146e-26,-1.58007e-25]
[9.84955e-26,-1.72154e-25]
[1.08268e-25,-1.87393e-25]
[1.1887e-25,-2.02332e-25]
[1.28302e-25,-2.17144e-25]
[1.35438e-25,-2.31925e-25]
[1.39172e-25,-2.47836e-25]
[1.4143e-25,-2.65056e-25]
[1.43841e-25,-2.81883e-25]
[1.45227e-25,-2.97681e-25]
[1.43934e-25,-3.11349e-25]
[1.3969e-25,-3.25873e-25]
[1.37219e-25,-3.4126e-25]
[1.37187e-25,-3.56421e-25]
[1.4036e-25,-3.70035e-25]
[1.4305e-25,-3.82584e-25]
[1.46706e-25,-3.93054e-25]
[1.52247e-25,-4.017e-25]
[1.58667e-25,-4.08469e-25]
[1.64766e-25,-4.1632e-25]
[1.70264e-25,-4.23995e-25]
[1.74935e-25,-4.30735e-25]
[1.79728e-25,-4.38064e-25]
[1.8261e-25,-4.4566e-25]
[1.84632e-25,-4.53321e-25]
[1.86669e-25,-4.57832e-25]
[1.88611e-25,-4.62066e-25]
[1.91251e-25,-4.64334e-25]
[1.95792e-25,-4.6549e-25]
[2.01944e-25,-4.67157e-25]
[2.09722e-25,-4.6863e-25]
[2.20343e-25,-4.70087e-25]
[2.32484e-25,-4.70586e-25]
[2.42923e-25,-4.71235e-25]
[2.53995e-25,-4.72106e-25]
[2.62954e-25,-4.73937e-25]
[2.70921e-25,-4.76099e-25]
[2.78369e-25,-4.78427e-25]
[2.86203e-25,-4.79645e-25]
[2.94057e-25,-4.80576e-25]
[3.03617e-25,-4.83716e-25]
[3.12095e-25,-4.87618e-25]
[3.19752e-25,-4.91172e-25]
[3.28254e-25,-4.94127e-25]
[3.35744e-25,-4.97928e-25]
[3.42648e-25,-5.02571e-25]
