30002,13
30002.5,49
30003,75
30003.5,105
30004,142
30004.5,173
30005,209
30005.5,240
30006,274
30006.5,315
30007,348
30007.5,381
30008,417
30008.5,450
30009,481
30009.5,511
30010,534
30010.5,575
30011,598
30011.5,628
30012,664
30012.5,699
30013,725
30013.5,754
30014,789
30014.5,817
30015,844
30015.5,871
30016,909
30016.5,927
30017,967
30017.5,997
30018,1021
30018.5,1053
30019,1087
30019.5,1117
30020,1149
30020.5,1185
30021,1228
30021.5,1258
30022,1288
30022.5,1316
30023,1349
30023.5,1385
30024,1415
30024.5,1450
30025,1478
30025.5,1508
30026,1547
30026.5,1573
30027,1602
30027.5,1626
30028,1653
30028.5,1687
30029,1732
30029.5,1772
30030,1806
30030.5,1839
30031,1870
30031.5,1897
30032,1926
30032.5,1956
30033,1986
30033.5,2017
30034,2048
30034.5,2084
30035,2113
30035.5,2146
30036,2172
30036.5,2209
30037,2238
30037.5,2270
30038,2293
30038.5,2329
30039,2367
30039.5,2387
30040,2413
30040.5,2443
30041,2475
30041.5,2503
30042,2517
30042.5,2557
30043,2591
30043.5,2619
30044,2652
30044.5,2690
30045,2722
30045.5,2755
30046,2789
30046.5,2820
30047,2851
30047.5,2884
30048,2921
30048.5,2950
30049,2982
30049.5,3016
30050,3046
30050.5,3086
30051,3121
30051.5,3158
30052,3187
30052.5,3216
30053,3242
30053.5,3260
30054,3284
30054.5,3311
30055,3342
30055.5,3379
30056,3412
30056.5,3444
30057,3475
30057.5,3506
30058,3536
30058.5,3566
30059,3589
30059.5,3623
30060,3654
30060.5,3690
30061,3724
30061.5,3755
30062,3785
30062.5,3820
30063,3846
30063.5,3867
30064,3901
30064.5,3936
30065,3959
30065.5,3988
30066,4020
30066.5,4048
30067,4077
30067.5,4106
30068,4137
30068.5,4165
30069,4196
30069.5,4227
30070,4272
30070.5,4302
30071,4324
30071.5,4355
30072,4379
30072.5,4408
30073,4442
30073.5,4465
30074,4514
30074.5,4537
30075,4571
30075.5,4607
30076,4632
30076.5,4668
30077,4697
30077.5,4737
30078,4764
30078.5,4791
30079,4826
30079.5,4857
30080,4879
30080.5,4908
30081,4931
30081.5,4971
30082,5003
30082.5,5040
30083,5068
30083.5,5106
30084,5123
30084.5,5153
30085,5195
30085.5,5231
30086,5257
30086.5,5282
30087,5316
30087.5,5343
30088,5379
30088.5,5409
30089,5440
30089.5,5475
30090,5508
30090.5,5534
30091,5569
30091.5,5613
30092,5640
30092.5,5669
30093,5706
30093.5,5722
30094,5753
30094.5,5787
30095,5816
30095.5,5846
30096,5873
30096.5,5899
30097,5937
30097.5,5961
30098,5990
30098.5,6006
30099,6037
30099.5,6064
30100,6096
30100.5,6130
30101,6163
30101.5,6197
30102,6234
30102.5,6266
30103,6298
30103.5,6328
30104,6358
30104.5,6388
30105,6431
30105.5,6461
30106,6488
30106.5,6524
30107,6552
30107.5,6585
30108,6625
30108.5,6662
