[0,0]
[0,0]
[0,0]
[-1.25696e-28,-4.46154e-28]
[-2.86603e-27,-7.52742e-28]
[-6.44635e-27,-2.90887e-27]
[-1.00102e-26,-4.0755e-27]
[-1.21566e-26,-3.59359e-27]
[-1.40619e-26,-3.3184e-27]
[-1.37542e-26,-3.22353e-27]
[-1.26528e-26,-2.24922e-27]
[-1.07666e-26,-2.12001e-27]
[-6.83471e-27,-2.53729e-27]
[-1.04361e-27,-2.18804e-27]
[5.13968e-27,-4.77232e-28]
[1.03458e-26,3.40623e-27]
[1.45935e-26,6.36442e-27]
[1.8906e-26,9.67897e-27]
[2.26969e-26,1.22576e-26]
[2.6058e-26,1.41019e-26]
[2.80531e-26,1.82781e-26]
[2.8265e-26,2.25282e-26]
[2.7272e-26,2.78428e-26]
[2.53892e-26,3.27606e-26]
[2.32177e-26,3.85905e-26]
[2.2516e-26,4.51191e-26]
[2.07814e-26,5.0563e-26]
[2.13003e-26,5.52453e-26]
[2.1715e-26,5.92084e-26]
[2.3698e-26,6.36079e-26]
[2.58926e-26,6.86928e-26]
[2.94321e-26,7.34656e-26]
[3.38619e-26,7.83762e-26]
[3.82428e-26,8.35414e-26]
[3.97017e-26,8.65337e-26]
[3.75169e-26,8.71104e-26]
[3.50256e-26,8.72255e-26]
[3.31801e-26,8.98934e-26]
[2.95464e-26,9.24987e-26]
[2.33599e-26,9.33423e-26]
[1.47487e-26,9.49493e-26]
[6.32315e-27,9.69874e-26]
[-9.53298e-28,9.86031e-26]
[-7.55648e-27,1.00912e-25]
[-1.38745e-26,1.04073e-25]
[-2.1502e-26,1.0656e-25]
[-2.98124e-26,1.10979e-25]
[-3.72561e-26,1.16753e-25]
[-4.38955e-26,1.21711e-25]
[-5.02343e-26,1.26468e-25]
[-5.84229e-26,1.31337e-25]
[-6.70574e-26,1.34533e-25]
[-7.56726e-26,1.37406e-25]
[-8.50733e-26,1.42048e-25]
[-9.58405e-26,1.46972e-25]
[-1.04903e-25,1.51069e-25]
[-1.13918e-25,1.54373e-25]
[-1.22604e-25,1.57762e-25]
[-1.28429e-25,1.61295e-25]
[-1.32519e-25,1.66713e-25]
[-1.36487e-25,1.71193e-25]
[-1.413e-25,1.74878e-25]
[-1.45285e-25,1.77021e-25]
[-1.50327e-25,1.78714e-25]
[-1.54797e-25,1.81613e-25]
[-1.5935e-25,1.83792e-25]
[-1.62721e-25,1.85594e-25]
[-1.66257e-25,1.87959e-25]
[-1.70154e-25,1.89364e-25]
[-1.68341e-25,1.88643e-25]
[-1.6497e-25,1.866e-25]
[-1.61353e-25,1.86019e-25]
[-1.56901e-25,1.85398e-25]
[-1.52201e-25,1.85345e-25]
